73	616
74	692
75	0
76	590
77	656
78	0
79	576
80	627
81	0
82	567
83	674
84	0
85	575
86	0
87	0
88	596
89	605
90	0
91	516
92	610
93	0
94	588
95	553
96	0
97	518
98	585
99	0
100	528
101	585
102	0
103	534
104	0
105	0
106	542
107	674
108	0
109	588
110	642
111	0
112	589
113	634
114	0
115	572
116	544
117	0
118	533
119	0
120	0
121	577
122	635
123	0
124	532
125	607
126	0
127	550
128	598
129	0
130	591
131	586
132	0
133	552
134	561
135	0
136	543
137	570
138	0
139	584
140	607
141	0
142	651
143	570
144	0
145	575
146	584
147	0
148	514
149	605
150	0
151	525
152	579
153	0
154	575
155	573
156	0
157	527
158	541
159	0
160	528
161	575
162	0
163	509
164	586
165	0
166	534
167	617
168	0
169	576
170	577
171	0
172	526
173	488
174	0
175	617
176	606
177	0
178	544
179	550
180	0
181	561
182	597
183	0
184	561
185	571
186	0
187	598
188	529
189	0
190	561
191	528
192	0
193	515
194	558
195	0
196	556
197	557
198	0
199	561
200	508
201	0
202	546
203	574
204	0
205	542
206	593
207	0
208	573
209	529
210	0
211	533
212	545
213	0
214	558
215	545
216	0
217	548
218	588
219	0
220	492
221	583
222	0
223	503
224	557
225	0
226	499
227	500
228	0
229	515
230	565
231	0
232	534
233	560
234	0
235	500
236	580
237	0
238	598
239	519
240	0
241	505
242	567
243	0
244	502
245	518
246	0
247	493
248	555
249	0
250	501
251	563
252	0
253	514
254	512
255	0
256	508
257	542
258	0
259	504
260	554
261	0
262	547
263	515
264	0
265	507
266	572
