73	602
74	663
75	0
76	577
77	627
78	0
79	556
80	609
81	0
82	553
83	634
84	0
85	553
86	0
87	0
88	579
89	590
90	0
91	506
92	587
93	0
94	580
95	528
96	0
97	512
98	571
99	0
100	513
101	574
102	0
103	524
104	0
105	0
106	531
107	646
108	0
109	558
110	603
111	0
112	559
113	590
114	0
115	551
116	527
117	0
118	515
119	0
120	0
121	567
122	618
123	0
124	516
125	588
126	0
127	541
128	584
129	0
130	584
131	574
132	0
133	538
134	548
135	0
136	534
137	534
138	0
139	567
140	570
141	0
142	620
143	554
144	0
145	569
146	565
147	0
148	502
149	572
150	0
151	518
152	558
153	0
154	549
155	546
156	0
157	503
158	522
159	0
160	518
161	558
162	0
163	499
164	568
165	0
166	525
167	588
168	0
169	554
170	556
171	0
172	515
173	468
174	0
175	595
176	583
177	0
178	540
179	538
180	0
181	541
182	565
183	0
184	542
185	552
186	0
187	585
188	521
189	0
190	550
191	504
192	0
193	512
194	536
195	0
196	527
197	541
198	0
199	550
200	494
201	0
202	535
203	562
204	0
205	528
206	577
207	0
208	556
209	512
210	0
211	526
212	533
213	0
214	543
215	537
216	0
217	536
218	565
219	0
220	482
221	559
222	0
223	492
224	529
225	0
226	487
227	487
228	0
229	498
230	533
231	0
232	515
233	547
234	0
235	492
236	551
237	0
238	568
239	491
240	0
241	496
242	545
243	0
244	491
245	505
246	0
247	476
248	533
249	0
250	495
251	547
252	0
253	509
254	498
255	0
256	502
257	532
258	0
259	499
260	515
261	0
262	532
263	496
264	0
265	494
266	553
